Capacity,Occupancy,LastUpdated
470,404,2016-11-18 14:28:08
470,399,2016-11-18 15:01:07
470,387,2016-11-18 15:28:08
470,355,2016-11-18 16:01:10
470,333,2016-11-18 16:28:10
470,50,2016-11-19 07:57:12
470,52,2016-11-19 08:31:12
470,62,2016-11-19 08:57:12
470,69,2016-11-19 09:31:13
470,91,2016-11-19 10:04:14
470,107,2016-11-19 10:31:15
470,132,2016-11-19 10:58:15
470,146,2016-11-19 11:31:15
470,170,2016-11-19 12:04:16
470,178,2016-11-19 12:31:16
470,181,2016-11-19 13:04:16
470,196,2016-11-19 13:31:17
470,228,2016-11-19 14:04:17
470,240,2016-11-19 14:31:17
470,255,2016-11-19 15:04:16
470,255,2016-11-19 15:31:17
470,275,2016-11-19 16:04:17
470,275,2016-11-19 16:31:15
470,41,2016-11-20 08:01:19
470,42,2016-11-20 08:27:22
470,42,2016-11-20 09:01:19
470,43,2016-11-20 09:27:19
470,50,2016-11-20 10:01:20
470,67,2016-11-20 10:27:22
470,98,2016-11-20 11:01:22
470,105,2016-11-20 11:27:22
470,126,2016-11-20 12:01:20
470,135,2016-11-20 12:34:23
470,157,2016-11-20 13:07:23
470,171,2016-11-20 13:27:23
470,211,2016-11-20 14:01:22
470,235,2016-11-20 14:27:22
470,272,2016-11-20 15:01:23
470,291,2016-11-20 15:27:24
470,297,2016-11-20 16:01:22
470,289,2016-11-20 16:31:21
470,136,2016-11-21 08:04:26
470,197,2016-11-21 08:31:30
470,276,2016-11-21 09:04:26
470,306,2016-11-21 09:31:26
470,348,2016-11-21 10:04:29
470,367,2016-11-21 10:31:26
470,378,2016-11-21 11:04:29
470,384,2016-11-21 11:30:28
470,402,2016-11-21 11:57:30
470,404,2016-11-21 12:31:29
470,401,2016-11-21 12:57:27
470,404,2016-11-21 13:31:30
470,405,2016-11-21 14:04:30
470,396,2016-11-21 14:31:30
470,392,2016-11-21 14:57:31
470,375,2016-11-21 15:31:28
470,354,2016-11-21 15:57:30
470,323,2016-11-21 16:31:30
470,161,2016-11-22 07:57:33
470,240,2016-11-22 08:31:33
470,325,2016-11-22 09:04:34
470,370,2016-11-22 09:31:35
470,424,2016-11-22 10:04:34
470,444,2016-11-22 10:31:37
470,451,2016-11-22 11:04:34
470,463,2016-11-22 11:31:35
470,444,2016-11-22 12:04:36
470,461,2016-11-22 12:31:37
470,456,2016-11-22 12:57:35
470,461,2016-11-22 13:31:38
470,359,2016-11-22 13:57:38
470,350,2016-11-22 14:31:37
470,342,2016-11-22 14:57:38
470,329,2016-11-22 15:31:37
470,441,2016-11-22 15:57:37
470,387,2016-11-22 16:30:38
470,188,2016-11-23 08:04:40
470,247,2016-11-23 08:30:41
470,323,2016-11-23 08:57:42
470,380,2016-11-23 09:31:23
470,430,2016-11-23 10:04:40
470,447,2016-11-23 10:31:36
470,467,2016-11-23 11:04:42
470,447,2016-11-23 11:31:44
470,465,2016-11-23 11:57:41
470,461,2016-11-23 12:31:44
470,458,2016-11-23 13:04:45
470,469,2016-11-23 13:31:41
470,461,2016-11-23 13:57:41
470,450,2016-11-23 14:30:43
470,435,2016-11-23 15:04:43
470,401,2016-11-23 15:31:42
470,376,2016-11-23 16:04:46
470,341,2016-11-23 16:30:42
470,147,2016-11-24 08:00:47
470,208,2016-11-24 08:27:47
470,300,2016-11-24 09:00:48
470,349,2016-11-24 09:34:49
470,382,2016-11-24 10:01:47
470,398,2016-11-24 10:27:47
470,416,2016-11-24 11:00:49
470,428,2016-11-24 11:27:51
470,445,2016-11-24 12:00:50
470,451,2016-11-24 12:30:48
470,451,2016-11-24 13:04:50
470,453,2016-11-24 13:30:51
470,458,2016-11-24 13:57:51
470,441,2016-11-24 14:30:52
470,424,2016-11-24 14:57:51
470,404,2016-11-24 15:31:49
470,381,2016-11-24 15:57:49
470,345,2016-11-24 16:31:53
470,132,2016-11-25 08:00:57
470,132,2016-11-25 08:00:57
470,252,2016-11-25 09:00:56
470,286,2016-11-25 09:27:55
470,316,2016-11-25 10:00:56
470,328,2016-11-25 10:27:56
470,351,2016-11-25 11:00:55
470,356,2016-11-25 11:27:55
470,380,2016-11-25 12:00:56
470,385,2016-11-25 12:34:55
470,376,2016-11-25 13:00:58
470,373,2016-11-25 13:27:56
470,378,2016-11-25 14:00:58
470,378,2016-11-25 14:34:59
470,364,2016-11-25 15:00:56
470,360,2016-11-25 15:27:59
470,350,2016-11-25 16:00:59
470,317,2016-11-25 16:27:58
470,46,2016-11-26 08:01:01
470,53,2016-11-26 08:28:01
470,69,2016-11-26 09:01:01
470,71,2016-11-26 09:35:02
470,80,2016-11-26 10:01:04
470,96,2016-11-26 10:35:03
470,108,2016-11-26 11:01:03
470,113,2016-11-26 11:28:02
470,131,2016-11-26 12:01:04
470,158,2016-11-26 12:28:02
470,168,2016-11-26 13:01:03
470,184,2016-11-26 13:28:04
470,198,2016-11-26 14:01:02
470,214,2016-11-26 14:41:04
470,219,2016-11-26 15:01:02
470,230,2016-11-26 15:28:04
470,232,2016-11-26 16:01:04
470,228,2016-11-26 16:28:05
470,30,2016-11-27 08:02:24
470,28,2016-11-27 08:32:19
470,31,2016-11-27 09:02:19
470,33,2016-11-27 09:32:21
470,40,2016-11-27 10:01:19
470,57,2016-11-27 10:32:24
470,68,2016-11-27 11:01:24
470,75,2016-11-27 11:31:20
470,87,2016-11-27 12:01:25
470,105,2016-11-27 12:32:25
470,112,2016-11-27 13:08:25
470,126,2016-11-27 13:32:24
470,136,2016-11-27 14:02:23
470,153,2016-11-27 14:31:20
470,174,2016-11-27 15:01:22
470,195,2016-11-27 15:32:23
470,201,2016-11-27 16:01:23
470,227,2016-11-27 16:32:24
470,119,2016-11-28 08:01:27
470,180,2016-11-28 08:32:24
470,249,2016-11-28 09:02:28
470,301,2016-11-28 09:28:24
470,356,2016-11-28 10:01:29
470,377,2016-11-28 10:32:29
470,389,2016-11-28 11:01:30
470,399,2016-11-28 11:32:28
470,410,2016-11-28 12:01:27
470,418,2016-11-28 12:28:29
470,423,2016-11-28 13:02:26
470,424,2016-11-28 13:31:29
470,424,2016-11-28 14:02:29
470,417,2016-11-28 14:32:29
470,401,2016-11-28 15:02:29
470,385,2016-11-28 15:41:28
470,365,2016-11-28 16:02:30
470,328,2016-11-28 16:28:27
470,136,2016-11-29 07:55:29
470,200,2016-11-29 08:28:33
470,280,2016-11-29 09:02:35
470,333,2016-11-29 09:28:32
470,380,2016-11-29 10:01:30
470,405,2016-11-29 10:28:34
470,427,2016-11-29 11:01:36
470,438,2016-11-29 11:28:34
470,449,2016-11-29 11:55:30
470,462,2016-11-29 12:28:36
470,463,2016-11-29 13:02:35
470,458,2016-11-29 13:28:30
470,448,2016-11-29 14:01:32
470,433,2016-11-29 14:28:36
470,428,2016-11-29 14:55:34
470,398,2016-11-29 15:28:35
470,372,2016-11-29 16:02:35
470,337,2016-11-29 16:28:34
470,143,2016-11-30 08:02:35
470,204,2016-11-30 08:28:35
470,272,2016-11-30 09:01:35
470,320,2016-11-30 09:28:40
470,361,2016-11-30 10:01:40
470,385,2016-11-30 10:28:38
470,394,2016-11-30 10:55:36
470,401,2016-11-30 11:28:40
470,415,2016-11-30 12:01:36
470,422,2016-11-30 12:28:37
470,430,2016-11-30 13:01:39
470,434,2016-11-30 13:28:41
470,432,2016-11-30 14:01:36
470,429,2016-11-30 14:28:40
470,418,2016-11-30 15:01:39
470,403,2016-11-30 15:28:40
470,375,2016-11-30 16:01:39
470,353,2016-11-30 16:28:40
470,169,2016-12-01 08:05:40
470,216,2016-12-01 08:25:46
470,306,2016-12-01 08:58:41
470,382,2016-12-01 09:25:44
470,432,2016-12-01 09:58:41
470,455,2016-12-01 10:25:43
470,470,2016-12-01 10:58:45
470,466,2016-12-01 11:32:41
470,466,2016-12-01 11:58:45
470,468,2016-12-01 12:25:45
470,470,2016-12-01 12:58:47
470,460,2016-12-01 13:25:45
470,464,2016-12-01 13:58:48
470,465,2016-12-01 14:25:46
470,447,2016-12-01 14:58:46
470,434,2016-12-01 15:25:42
470,409,2016-12-01 15:58:47
470,357,2016-12-01 16:25:44
470,132,2016-12-02 07:55:49
470,205,2016-12-02 08:28:48
470,291,2016-12-02 09:01:49
470,330,2016-12-02 09:28:50
470,358,2016-12-02 10:02:52
470,377,2016-12-02 10:28:53
470,396,2016-12-02 11:01:53
470,407,2016-12-02 11:28:49
470,418,2016-12-02 12:01:51
470,419,2016-12-02 12:28:52
470,422,2016-12-02 12:58:51
470,426,2016-12-02 13:25:52
470,430,2016-12-02 13:58:53
470,405,2016-12-02 14:25:50
470,397,2016-12-02 14:58:50
470,380,2016-12-02 15:31:52
470,364,2016-12-02 15:58:52
470,329,2016-12-02 16:32:54
470,123,2016-12-05 08:02:03
470,192,2016-12-05 08:29:08
470,260,2016-12-05 09:02:08
470,305,2016-12-05 09:29:08
470,349,2016-12-05 10:03:04
470,370,2016-12-05 10:29:08
470,385,2016-12-05 11:02:06
470,399,2016-12-05 11:29:09
470,416,2016-12-05 11:56:10
470,422,2016-12-05 12:29:10
470,432,2016-12-05 13:02:08
470,436,2016-12-05 13:29:09
470,434,2016-12-05 14:02:11
470,426,2016-12-05 14:29:08
470,419,2016-12-05 15:02:10
470,395,2016-12-05 15:29:11
470,375,2016-12-05 16:02:11
470,342,2016-12-05 16:29:05
470,134,2016-12-06 07:56:10
470,209,2016-12-06 08:29:11
470,271,2016-12-06 08:56:10
470,328,2016-12-06 09:29:14
470,383,2016-12-06 10:02:12
470,412,2016-12-06 10:29:11
470,435,2016-12-06 11:02:16
470,444,2016-12-06 11:29:14
470,461,2016-12-06 11:56:16
470,453,2016-12-06 12:29:11
470,452,2016-12-06 12:56:16
470,446,2016-12-06 13:29:16
470,441,2016-12-06 14:02:16
470,419,2016-12-06 14:29:14
470,407,2016-12-06 15:02:17
470,376,2016-12-06 15:29:17
470,353,2016-12-06 16:02:16
470,325,2016-12-06 16:29:16
470,172,2016-12-07 07:59:16
470,243,2016-12-07 08:26:20
470,316,2016-12-07 08:55:20
470,374,2016-12-07 09:26:22
470,417,2016-12-07 09:59:20
470,445,2016-12-07 10:26:21
470,469,2016-12-07 10:59:20
470,465,2016-12-07 11:25:22
470,460,2016-12-07 11:59:20
470,458,2016-12-07 12:26:21
470,467,2016-12-07 12:59:22
470,455,2016-12-07 13:26:23
470,457,2016-12-07 13:59:22
470,448,2016-12-07 14:26:23
470,434,2016-12-07 14:59:22
470,414,2016-12-07 15:32:22
470,388,2016-12-07 15:59:23
470,353,2016-12-07 16:32:23
470,148,2016-12-08 07:59:25
470,204,2016-12-08 08:26:27
470,273,2016-12-08 08:59:24
470,315,2016-12-08 09:26:27
470,350,2016-12-08 09:59:28
470,384,2016-12-08 10:32:22
470,407,2016-12-08 10:59:25
470,418,2016-12-08 11:32:28
470,422,2016-12-08 11:59:28
470,425,2016-12-08 12:25:24
470,431,2016-12-08 12:59:24
470,432,2016-12-08 13:25:28
470,429,2016-12-08 13:59:28
470,421,2016-12-08 14:26:29
470,401,2016-12-08 14:59:29
470,396,2016-12-08 15:26:23
470,363,2016-12-08 15:59:27
470,321,2016-12-08 16:32:27
470,149,2016-12-09 08:02:30
470,219,2016-12-09 08:29:28
470,269,2016-12-09 08:55:33
470,300,2016-12-09 09:29:31
470,326,2016-12-09 09:55:30
470,342,2016-12-09 10:29:29
470,360,2016-12-09 10:56:33
470,371,2016-12-09 11:29:33
470,378,2016-12-09 11:56:32
470,381,2016-12-09 12:29:31
470,380,2016-12-09 13:02:32
470,378,2016-12-09 13:29:31
470,370,2016-12-09 14:02:34
470,359,2016-12-09 14:29:33
470,358,2016-12-09 14:56:31
470,349,2016-12-09 15:29:34
470,314,2016-12-09 16:02:32
470,289,2016-12-09 16:29:30
470,62,2016-12-10 07:59:34
470,64,2016-12-10 08:29:33
470,65,2016-12-10 09:02:35
470,64,2016-12-10 09:29:38
470,69,2016-12-10 09:55:38
470,72,2016-12-10 10:29:38
470,78,2016-12-10 11:02:39
470,93,2016-12-10 11:29:39
470,109,2016-12-10 12:02:38
470,109,2016-12-10 12:29:40
470,114,2016-12-10 12:55:40
470,132,2016-12-10 13:29:39
470,145,2016-12-10 13:56:35
470,147,2016-12-10 14:25:37
470,163,2016-12-10 15:02:39
470,178,2016-12-10 15:25:39
470,176,2016-12-10 15:59:39
470,182,2016-12-10 16:25:40
470,50,2016-12-11 08:02:39
470,52,2016-12-11 08:25:43
470,51,2016-12-11 08:59:45
470,53,2016-12-11 09:26:44
470,55,2016-12-11 09:59:44
470,63,2016-12-11 10:25:42
470,68,2016-12-11 10:59:45
470,82,2016-12-11 11:26:10
470,99,2016-12-11 11:59:45
470,102,2016-12-11 12:32:41
470,105,2016-12-11 13:05:46
470,115,2016-12-11 13:26:45
470,131,2016-12-11 13:59:44
470,155,2016-12-11 14:32:44
470,164,2016-12-11 14:59:43
470,168,2016-12-11 15:25:45
470,153,2016-12-11 15:59:46
470,166,2016-12-11 16:25:46
470,123,2016-12-12 08:02:45
470,182,2016-12-12 08:29:50
470,253,2016-12-12 09:02:45
470,297,2016-12-12 09:29:48
470,345,2016-12-12 10:02:49
470,356,2016-12-12 10:29:50
470,362,2016-12-12 11:02:50
470,371,2016-12-12 11:29:51
470,377,2016-12-12 11:55:49
470,385,2016-12-12 12:29:50
470,383,2016-12-12 12:56:46
470,391,2016-12-12 13:29:50
470,383,2016-12-12 14:02:50
470,381,2016-12-12 14:29:49
470,368,2016-12-12 14:55:51
470,355,2016-12-12 15:29:47
470,336,2016-12-12 15:56:51
470,309,2016-12-12 16:29:51
470,154,2016-12-13 08:02:51
470,207,2016-12-13 08:29:53
470,293,2016-12-13 09:02:55
470,337,2016-12-13 09:29:54
470,372,2016-12-13 09:55:56
470,391,2016-12-13 10:29:54
470,412,2016-12-13 11:02:54
470,427,2016-12-13 11:29:55
470,445,2016-12-13 12:02:55
470,447,2016-12-13 12:29:55
470,445,2016-12-13 13:02:55
470,440,2016-12-13 13:55:56
470,437,2016-12-13 14:29:57
470,421,2016-12-13 14:56:52
470,408,2016-12-13 15:28:52
470,385,2016-12-13 16:02:56
470,356,2016-12-13 16:29:56
470,177,2016-12-14 08:03:01
470,256,2016-12-14 08:43:00
470,320,2016-12-14 09:03:01
470,376,2016-12-14 09:29:57
470,408,2016-12-14 10:02:59
470,435,2016-12-14 10:30:01
470,469,2016-12-14 11:30:01
470,438,2016-12-14 12:02:58
470,440,2016-12-14 12:30:00
470,442,2016-12-14 13:03:02
470,444,2016-12-14 13:29:57
470,450,2016-12-14 14:03:00
470,437,2016-12-14 14:30:01
470,427,2016-12-14 14:56:03
470,414,2016-12-14 15:30:00
470,398,2016-12-14 15:56:02
470,361,2016-12-14 16:30:00
470,127,2016-12-15 07:57:02
470,196,2016-12-15 08:30:06
470,290,2016-12-15 09:03:06
470,318,2016-12-15 09:30:04
470,354,2016-12-15 09:57:02
470,384,2016-12-15 10:30:07
470,410,2016-12-15 11:03:05
470,418,2016-12-15 11:26:03
470,430,2016-12-15 12:00:02
470,432,2016-12-15 12:26:03
470,427,2016-12-15 13:00:07
470,434,2016-12-15 13:26:08
470,433,2016-12-15 14:00:06
470,428,2016-12-15 14:26:06
470,402,2016-12-15 15:00:07
470,388,2016-12-15 15:26:03
470,366,2016-12-15 16:03:03
470,343,2016-12-15 16:30:07
470,138,2016-12-16 07:59:09
470,200,2016-12-16 08:30:12
470,257,2016-12-16 09:03:07
470,285,2016-12-16 09:30:12
470,311,2016-12-16 10:03:09
470,321,2016-12-16 10:29:08
470,343,2016-12-16 11:03:08
470,351,2016-12-16 11:30:10
470,361,2016-12-16 11:56:10
470,357,2016-12-16 12:30:11
470,356,2016-12-16 12:56:12
470,365,2016-12-16 13:30:12
470,369,2016-12-16 13:56:11
470,375,2016-12-16 14:30:10
470,371,2016-12-16 14:56:11
470,360,2016-12-16 15:30:10
470,323,2016-12-16 16:03:11
470,310,2016-12-16 16:30:12
470,51,2016-12-17 07:59:15
470,56,2016-12-17 08:26:15
470,65,2016-12-17 09:00:13
470,66,2016-12-17 09:26:17
470,76,2016-12-17 09:59:17
470,101,2016-12-17 10:33:17
470,129,2016-12-17 11:00:17
470,139,2016-12-17 11:33:16
470,156,2016-12-17 12:00:17
470,160,2016-12-17 12:26:17
470,175,2016-12-17 13:00:18
470,183,2016-12-17 13:27:17
470,209,2016-12-17 14:00:17
470,235,2016-12-17 14:30:19
470,245,2016-12-17 15:03:18
470,247,2016-12-17 15:30:19
470,263,2016-12-17 15:57:15
470,276,2016-12-17 16:30:16
470,83,2016-12-18 08:03:24
470,62,2016-12-18 08:30:20
470,63,2016-12-18 08:56:20
470,73,2016-12-18 09:30:21
470,78,2016-12-18 09:56:24
470,99,2016-12-18 10:30:23
470,143,2016-12-18 11:03:25
470,141,2016-12-18 11:30:22
470,145,2016-12-18 12:03:23
470,142,2016-12-18 12:30:25
470,155,2016-12-18 12:56:26
470,175,2016-12-18 13:30:26
470,212,2016-12-18 14:03:26
470,227,2016-12-18 14:30:27
470,234,2016-12-18 14:56:25
470,258,2016-12-18 15:30:24
470,281,2016-12-18 16:03:27
470,299,2016-12-18 16:30:25
470,134,2016-12-19 08:03:29
470,215,2016-12-19 08:30:28
470,275,2016-12-19 09:03:33
470,299,2016-12-19 09:30:30
470,324,2016-12-19 09:56:32
470,342,2016-12-19 10:30:33
470,375,2016-12-19 11:03:31
470,387,2016-12-19 11:30:30
470,409,2016-12-19 12:03:32
470,413,2016-12-19 12:30:32
470,425,2016-12-19 13:03:30
470,442,2016-12-19 13:30:35
470,443,2016-12-19 14:03:31
470,443,2016-12-19 14:30:33
470,432,2016-12-19 15:03:34
470,419,2016-12-19 15:29:33
470,405,2016-12-19 16:03:35
470,373,2016-12-19 16:30:35
220,61,2016-10-04 07:59:42
220,95,2016-10-04 08:25:42
220,146,2016-10-04 08:59:42
220,179,2016-10-04 09:32:46
220,203,2016-10-04 09:59:48
220,212,2016-10-04 10:26:49
220,217,2016-10-04 10:59:48
220,208,2016-10-04 11:25:47
220,217,2016-10-04 11:59:44
220,219,2016-10-04 12:29:45
220,202,2016-10-04 13:02:48
220,198,2016-10-04 13:29:45
220,193,2016-10-04 14:02:47
220,188,2016-10-04 14:29:49
220,180,2016-10-04 14:57:13
220,170,2016-10-04 15:30:14
220,158,2016-10-04 16:04:12
220,141,2016-10-04 16:31:14
220,53,2016-10-05 07:57:17
220,93,2016-10-05 08:30:15
220,141,2016-10-05 09:04:19
220,163,2016-10-05 09:30:15
220,189,2016-10-05 10:04:15
220,194,2016-10-05 10:30:17
220,204,2016-10-05 11:04:19
220,205,2016-10-05 11:30:18
220,206,2016-10-05 12:04:14
220,212,2016-10-05 12:30:16
220,214,2016-10-05 12:57:15
220,215,2016-10-05 13:30:19
220,207,2016-10-05 13:57:20
220,206,2016-10-05 14:30:17
220,197,2016-10-05 14:57:19
220,189,2016-10-05 15:30:15
220,176,2016-10-05 16:04:18
220,159,2016-10-05 16:30:17
220,59,2016-10-06 07:57:25
220,94,2016-10-06 08:30:20
220,135,2016-10-06 08:57:22
220,157,2016-10-06 09:30:20
220,180,2016-10-06 10:03:20
220,194,2016-10-06 10:30:20
220,204,2016-10-06 10:57:20
220,207,2016-10-06 11:30:22
220,213,2016-10-06 12:04:24
220,215,2016-10-06 12:30:24
220,213,2016-10-06 12:57:21
220,211,2016-10-06 13:30:21
220,211,2016-10-06 13:57:22
220,206,2016-10-06 14:30:23
220,200,2016-10-06 15:04:22
220,191,2016-10-06 15:31:22
220,172,2016-10-06 16:04:23
220,153,2016-10-06 16:30:27
220,52,2016-10-07 08:03:27
220,86,2016-10-07 08:30:27
220,133,2016-10-07 09:04:13
220,157,2016-10-07 09:30:27
220,160,2016-10-07 09:57:27
220,169,2016-10-07 10:30:27
220,177,2016-10-07 10:57:30
220,178,2016-10-07 11:30:28
220,182,2016-10-07 12:03:29
220,182,2016-10-07 12:30:28
220,180,2016-10-07 13:04:28
220,179,2016-10-07 13:30:29
220,178,2016-10-07 14:03:28
220,175,2016-10-07 14:30:32
220,168,2016-10-07 15:04:30
220,162,2016-10-07 15:30:32
220,151,2016-10-07 15:57:31
220,136,2016-10-07 16:30:29
220,30,2016-10-08 07:57:38
220,32,2016-10-08 08:30:37
220,32,2016-10-08 08:57:34
220,31,2016-10-08 09:30:37
220,32,2016-10-08 10:04:34
220,32,2016-10-08 10:30:34
220,30,2016-10-08 10:57:34
220,22,2016-10-08 11:30:38
220,23,2016-10-08 12:04:34
220,25,2016-10-08 12:30:36
220,25,2016-10-08 13:04:39
220,24,2016-10-08 13:30:36
220,25,2016-10-08 14:03:38
220,27,2016-10-08 14:30:35
220,26,2016-10-08 14:57:41
220,27,2016-10-08 15:30:39
220,27,2016-10-08 16:04:39
220,33,2016-10-08 16:30:42
220,27,2016-10-09 08:04:40
220,27,2016-10-09 08:30:45
220,25,2016-10-09 09:04:46
220,25,2016-10-09 09:30:45
220,25,2016-10-09 09:57:41
220,26,2016-10-09 10:30:43
220,29,2016-10-09 11:04:44
220,27,2016-10-09 11:30:41
220,28,2016-10-09 11:57:46
220,22,2016-10-09 12:30:41
220,18,2016-10-09 13:04:43
220,18,2016-10-09 13:30:42
220,18,2016-10-09 14:03:42
220,17,2016-10-09 14:30:42
220,17,2016-10-09 15:04:44
220,20,2016-10-09 15:30:46
220,20,2016-10-09 16:03:43
220,17,2016-10-09 16:30:43
220,53,2016-10-10 08:04:47
220,80,2016-10-10 08:30:47
220,138,2016-10-10 09:04:47
220,162,2016-10-10 09:30:49
220,179,2016-10-10 10:03:48
220,182,2016-10-10 10:30:48
220,184,2016-10-10 10:57:52
220,196,2016-10-10 11:30:48
220,208,2016-10-10 11:57:49
220,210,2016-10-10 12:30:48
220,213,2016-10-10 13:04:49
220,197,2016-10-10 13:30:49
220,199,2016-10-10 14:03:49
220,192,2016-10-10 14:30:49
220,187,2016-10-10 14:57:54
220,181,2016-10-10 15:30:49
220,169,2016-10-10 15:57:55
220,144,2016-10-10 16:30:49
220,60,2016-10-11 08:04:57
220,92,2016-10-11 08:30:54
220,129,2016-10-11 08:57:56
220,166,2016-10-11 09:30:55
220,195,2016-10-11 09:57:59
220,209,2016-10-11 10:30:54
220,213,2016-10-11 10:57:55
220,204,2016-10-11 11:30:59
220,208,2016-10-11 12:03:55
220,206,2016-10-11 12:30:56
220,205,2016-10-11 13:04:00
220,206,2016-10-11 13:31:01
220,205,2016-10-11 14:04:00
220,199,2016-10-11 14:30:56
220,190,2016-10-11 15:03:58
220,178,2016-10-11 15:33:56
220,169,2016-10-11 16:01:00
220,156,2016-10-11 16:26:56
220,52,2016-10-12 08:04:00
220,84,2016-10-12 08:31:01
220,136,2016-10-12 09:03:59
220,150,2016-10-12 09:26:58
220,181,2016-10-12 10:01:04
220,191,2016-10-12 10:31:04
220,197,2016-10-12 11:04:01
220,205,2016-10-12 11:31:05
220,207,2016-10-12 12:04:04
220,205,2016-10-12 12:31:05
220,203,2016-10-12 13:04:04
220,204,2016-10-12 13:34:03
220,200,2016-10-12 14:03:59
220,199,2016-10-12 14:34:04
220,190,2016-10-12 15:01:03
220,180,2016-10-12 15:30:59
220,170,2016-10-12 15:57:05
220,158,2016-10-12 16:31:05
220,46,2016-10-13 07:57:02
220,47,2016-10-13 08:31:06
220,98,2016-10-13 09:04:02
220,132,2016-10-13 09:31:01
220,150,2016-10-13 09:57:08
220,157,2016-10-13 10:31:03
220,161,2016-10-13 11:04:08
220,166,2016-10-13 11:31:06
220,172,2016-10-13 11:57:06
220,174,2016-10-13 12:31:08
220,174,2016-10-13 13:04:04
220,176,2016-10-13 13:31:08
220,170,2016-10-13 13:57:07
220,164,2016-10-13 14:31:06
220,160,2016-10-13 15:04:08
220,155,2016-10-13 15:31:08
220,144,2016-10-13 16:04:08
220,133,2016-10-13 16:31:08
220,58,2016-10-14 08:01:05
220,81,2016-10-14 08:27:10
220,128,2016-10-14 09:01:08
220,147,2016-10-14 09:27:10
220,165,2016-10-14 10:01:11
220,171,2016-10-14 10:27:09
220,179,2016-10-14 11:01:07
220,183,2016-10-14 11:27:06
220,184,2016-10-14 12:01:11
220,187,2016-10-14 12:27:06
220,186,2016-10-14 13:01:11
220,187,2016-10-14 13:27:07
220,188,2016-10-14 14:01:11
220,181,2016-10-14 14:34:08
220,171,2016-10-14 15:01:12
220,165,2016-10-14 15:27:08
220,159,2016-10-14 16:01:11
220,144,2016-10-14 16:34:08
220,31,2016-10-15 08:01:11
220,39,2016-10-15 08:34:10
220,42,2016-10-15 09:01:09
220,42,2016-10-15 09:27:11
220,43,2016-10-15 10:01:12
220,41,2016-10-15 10:27:15
220,42,2016-10-15 11:01:14
220,44,2016-10-15 11:27:14
220,45,2016-10-15 12:01:12
220,45,2016-10-15 12:27:10
220,47,2016-10-15 13:01:14
220,48,2016-10-15 13:34:13
220,50,2016-10-15 14:01:13
220,51,2016-10-15 14:27:12
220,52,2016-10-15 15:01:13
220,51,2016-10-15 15:27:12
220,52,2016-10-15 16:01:15
220,51,2016-10-15 16:27:16
220,34,2016-10-16 08:04:13
220,41,2016-10-16 08:27:13
220,46,2016-10-16 09:01:15
220,52,2016-10-16 09:27:13
220,56,2016-10-16 10:04:13
220,59,2016-10-16 10:34:13
220,66,2016-10-16 11:01:13
220,72,2016-10-16 11:27:17
220,73,2016-10-16 12:01:16
220,72,2016-10-16 12:27:14
220,77,2016-10-16 13:01:16
220,74,2016-10-16 13:27:17
220,70,2016-10-16 14:01:18
220,64,2016-10-16 14:34:14
220,60,2016-10-16 15:01:18
220,61,2016-10-16 15:31:18
220,57,2016-10-16 15:57:16
220,57,2016-10-16 16:31:17
220,48,2016-10-17 08:01:16
220,72,2016-10-17 08:27:16
220,133,2016-10-17 09:01:17
220,154,2016-10-17 09:27:20
220,181,2016-10-17 10:04:20
220,188,2016-10-17 10:31:16
220,197,2016-10-17 11:04:20
220,201,2016-10-17 11:31:18
220,206,2016-10-17 12:04:19
220,209,2016-10-17 12:31:21
220,208,2016-10-17 12:57:17
220,208,2016-10-17 13:31:21
220,210,2016-10-17 14:04:21
220,207,2016-10-17 14:31:21
220,201,2016-10-17 14:57:18
220,194,2016-10-17 15:31:21
220,195,2016-10-17 15:57:17
220,180,2016-10-17 16:28:21
220,60,2016-10-18 08:01:23
220,88,2016-10-18 08:28:25
220,142,2016-10-18 09:01:23
220,164,2016-10-18 09:28:22
220,193,2016-10-18 10:01:25
220,198,2016-10-18 10:28:58
220,212,2016-10-18 11:01:57
220,220,2016-10-18 11:27:56
220,218,2016-10-18 12:01:59
220,220,2016-10-18 12:27:57
220,219,2016-10-18 13:01:56
220,217,2016-10-18 13:28:57
220,214,2016-10-18 13:54:59
220,212,2016-10-18 14:27:56
220,207,2016-10-18 15:01:58
220,201,2016-10-18 15:27:59
220,186,2016-10-18 15:55:00
220,166,2016-10-18 16:27:54
220,61,2016-10-19 08:05:03
220,84,2016-10-19 08:25:01
220,145,2016-10-19 08:58:05
220,178,2016-10-19 09:32:04
220,196,2016-10-19 09:58:04
220,203,2016-10-19 10:25:04
220,215,2016-10-19 10:59:00
220,210,2016-10-19 11:25:04
220,171,2016-10-19 11:59:05
220,179,2016-10-19 12:25:00
220,181,2016-10-19 12:58:01
220,182,2016-10-19 13:25:03
220,178,2016-10-19 13:58:02
220,175,2016-10-19 14:32:03
220,167,2016-10-19 14:58:03
220,166,2016-10-19 15:32:05
220,160,2016-10-19 15:59:01
220,152,2016-10-19 16:25:03
220,28,2016-10-22 07:59:45
220,29,2016-10-22 08:26:46
220,34,2016-10-22 08:59:44
220,37,2016-10-22 09:26:47
220,35,2016-10-22 09:59:44
220,37,2016-10-22 10:26:47
220,40,2016-10-22 10:59:47
220,38,2016-10-22 11:32:43
220,42,2016-10-22 11:59:46
